unix_s,memory_current,memory_peak,process_count,rss_total_kib,codex_process_count,codex_rss_kib,mcp_process_count,mcp_rss_kib,anon,file,kernel,kernel_stack,pagetables,sock,slab,slab_reclaimable,slab_unreclaimable
1786204044.791352,561332224,717320192,13,910248,8,798532,0,0,199610368,313520128,45232128,4882432,6217728,8192,33574472,29750848,3823624
1786204045.042573,561647616,717320192,13,910236,8,798520,0,0,199610368,313520128,45232128,4882432,6217728,8192,33574472,29750848,3823624
1786204045.293994,560787456,717320192,13,910244,8,798528,0,0,199606272,313524224,45248512,4882432,6217728,8192,33575120,29750848,3824272
1786204045.545774,569405440,717320192,18,939832,8,798676,0,0,204509184,313524224,47947776,4980736,8142848,20480,34241936,29851072,4390864
1786204045.798840,710430720,717320192,16,1003540,8,803396,0,0,286994432,371662848,48160768,5144576,6619136,8192,35769016,31598168,4170848
1786204046.053349,1046224896,1046470656,16,1052584,8,806296,0,0,338399232,651157504,53452800,5144576,6729728,8192,40895776,36724392,4171384
1786204046.307052,1352839168,1352855552,16,1090108,8,805108,0,0,376315904,910987264,61747200,5144576,6815744,8192,49099584,44928336,4171248
1786204046.562533,1675403264,1675919360,16,1093692,8,808140,0,0,379969536,1222418432,69304320,5144576,6815744,8192,56664624,52491496,4173128
1786204046.819037,2092834816,2092834816,16,1147440,8,811956,0,0,436228096,1576996864,74166272,5144576,6930432,12288,61395560,57218352,4177208
1786204047.075964,2147946496,2149920768,16,1180784,8,822200,0,0,468615168,1592299520,80449536,5144576,6995968,16384,67619472,63434960,4184512
1786204047.330607,2148139008,2149945344,16,1169896,8,804012,0,0,458256384,1596968960,86253568,5144576,6991872,12288,73428856,69251904,4176952
1786204047.584630,2147340288,2149945344,16,1190896,8,805288,0,0,479014912,1571577856,90103808,5144576,7036928,12288,77299352,73122160,4177192
1786204047.838994,2147799040,2150776832,16,1285768,8,804148,0,0,576696320,1470685184,94056448,5144576,7233536,12288,81035560,76859016,4176544
1786204048.093180,2147254272,2150776832,16,1261192,8,804052,0,0,551432192,1485897728,102965248,5144576,7180288,12288,90008864,85831832,4177032
1786204048.347172,2147516416,2150776832,16,1260600,8,804056,0,0,550760448,1474490368,114237440,5144576,7188480,12288,101271624,97093864,4177760
